Date,Customer Name,Product ID,Amount
2024-11-11,Priya Patel,P1004,486.67
2025-02-04,Neha Verma,P1002,2748.56
2024-08-08,Neha Verma,P1001,4440.99
2024-07-14,Neha Verma,P1005,2331.31
2024-10-16,Priya Patel,P1002,611.01
2024-06-11,Rajesh Kumar,P1003,2251.25
2024-03-30,Priya Patel,P1003,627.12
2024-11-27,Anita Joshi,P1001,3158.55
2024-12-23,Rajesh Kumar,P1002,4251.18
2024-03-09,Neha Verma,P1001,4448.67
2024-03-17,Amit Sharma,P1004,4802.97
2024-07-27,Vikram Singh,P1005,1896.54
2024-03-10,Neha Verma,P1005,4264.14
2024-06-16,Neha Verma,P1003,3202.65
2024-05-12,Suresh Reddy,P1004,3716.34
2024-07-03,Neha Verma,P1003,4861.3
2024-07-07,Vikram Singh,P1005,3722.6
2024-12-21,Anita Joshi,P1001,4790.28
2024-07-16,Rajesh Kumar,P1004,3108.12
2024-09-30,Anita Joshi,P1002,1359.23
2024-06-13,Rajesh Kumar,P1004,545.09
2025-02-12,Rajesh Kumar,P1003,2655.36
2024-11-04,Priya Patel,P1001,3643.29
2024-07-02,Rajesh Kumar,P1003,4268.97
2024-04-14,Neha Verma,P1002,4804.19
2024-12-22,Amit Sharma,P1005,914.42
2024-09-07,Anita Joshi,P1005,3056.3
2024-11-16,Anita Joshi,P1003,1439.91
2024-06-30,Amit Sharma,P1001,1530.59
2025-01-01,Suresh Reddy,P1003,4983.22
2024-09-04,Suresh Reddy,P1003,885.0
2024-04-20,Amit Sharma,P1001,1373.26
2024-05-30,Neha Verma,P1002,3720.02
2025-01-13,Rajesh Kumar,P1005,2155.04
2024-08-01,Rajesh Kumar,P1001,2706.64
2024-12-31,Anita Joshi,P1002,1957.06
2024-08-24,Anita Joshi,P1004,2899.08
2024-06-11,Neha Verma,P1003,3504.05
2024-07-10,Priya Patel,P1004,2911.51
2025-01-13,Suresh Reddy,P1004,3805.58
2025-01-23,Vikram Singh,P1002,3778.43
2025-02-13,Rajesh Kumar,P1002,489.15
2024-09-25,Suresh Reddy,P1003,2920.53
2024-11-22,Vikram Singh,P1004,3381.25
2024-04-21,Anita Joshi,P1003,3107.79
2024-11-01,Anita Joshi,P1002,1167.26
2024-09-15,Neha Verma,P1001,4571.34
2024-06-01,Amit Sharma,P1002,190.54
2024-08-15,Vikram Singh,P1005,626.23
2024-08-27,Neha Verma,P1001,4215.31
2024-12-08,Neha Verma,P1004,3914.35
2024-11-08,Priya Patel,P1002,4945.81
2025-01-29,Neha Verma,P1004,4595.46
2024-12-16,Suresh Reddy,P1003,3728.2
2024-04-14,Amit Sharma,P1001,4478.35
2024-08-18,Vikram Singh,P1005,4866.92
2024-08-02,Amit Sharma,P1001,1488.11
2024-03-13,Neha Verma,P1003,1892.32
2024-11-20,Suresh Reddy,P1005,4405.33
2025-01-09,Suresh Reddy,P1004,4691.95
2024-10-24,Anita Joshi,P1001,4442.63
2024-06-29,Amit Sharma,P1004,2407.18
2024-02-18,Amit Sharma,P1003,4472.03
2024-07-03,Anita Joshi,P1002,3849.51
2024-07-29,Neha Verma,P1001,3283.77
2024-08-19,Rajesh Kumar,P1005,1571.43
2024-09-07,Vikram Singh,P1003,484.42
2024-07-02,Amit Sharma,P1005,1956.59
2024-06-14,Amit Sharma,P1005,328.08
2024-07-26,Suresh Reddy,P1004,2001.09
2024-09-05,Anita Joshi,P1003,946.33
2024-06-28,Rajesh Kumar,P1005,3024.07
2024-11-02,Rajesh Kumar,P1001,4064.19
2024-12-17,Priya Patel,P1004,4432.46
2024-07-14,Anita Joshi,P1001,2390.33
2025-01-02,Amit Sharma,P1001,3407.72
2024-09-08,Rajesh Kumar,P1002,2420.39
2024-11-16,Priya Patel,P1004,4945.86
2024-05-20,Neha Verma,P1002,890.47
2024-06-01,Rajesh Kumar,P1003,1238.7
2024-10-05,Suresh Reddy,P1005,426.16
2024-11-04,Priya Patel,P1001,1081.53
2024-06-26,Suresh Reddy,P1005,405.39
2024-03-13,Anita Joshi,P1003,2364.5
2024-03-04,Suresh Reddy,P1001,1765.36
2024-12-15,Amit Sharma,P1005,4615.21
2024-05-21,Suresh Reddy,P1005,4403.06
2025-01-30,Neha Verma,P1001,3786.39
2024-09-23,Anita Joshi,P1004,3499.7
2024-06-07,Neha Verma,P1001,4954.8
2024-10-06,Amit Sharma,P1001,1846.85
2024-10-02,Vikram Singh,P1004,423.26
2024-06-27,Rajesh Kumar,P1001,640.61
2024-04-22,Suresh Reddy,P1002,4556.91
2024-05-13,Anita Joshi,P1001,1619.02
2024-06-11,Neha Verma,P1004,4683.24
2024-08-09,Suresh Reddy,P1001,3129.6
2024-04-09,Priya Patel,P1003,1994.61
2024-04-19,Vikram Singh,P1005,4516.41
2024-04-03,Vikram Singh,P1001,157.88
2024-12-27,Neha Verma,P1002,632.29
2024-12-06,Neha Verma,P1004,3215.21
2024-09-06,Amit Sharma,P1005,4404.56
2025-01-29,Rajesh Kumar,P1003,2855.39
2024-03-24,Anita Joshi,P1004,349.32
2024-05-15,Rajesh Kumar,P1005,1647.96
2025-01-14,Anita Joshi,P1003,3749.42
2024-08-29,Amit Sharma,P1003,193.58
2025-01-22,Priya Patel,P1003,4744.62
2024-09-08,Neha Verma,P1003,3189.14
2024-12-30,Anita Joshi,P1002,4742.26
2024-05-13,Rajesh Kumar,P1003,443.19
2024-09-07,Neha Verma,P1003,1904.42
2024-08-06,Vikram Singh,P1003,171.94
2024-05-22,Rajesh Kumar,P1003,116.92
2025-01-14,Neha Verma,P1002,2461.13
2024-05-12,Amit Sharma,P1005,4975.43
2025-02-04,Anita Joshi,P1001,1315.22
2024-04-05,Rajesh Kumar,P1002,3919.84
2025-01-10,Neha Verma,P1003,1777.58
2024-05-14,Amit Sharma,P1004,780.68
2024-07-26,Vikram Singh,P1005,4853.21
2024-04-23,Anita Joshi,P1003,2555.01
2024-10-23,Neha Verma,P1002,4228.84
2024-05-20,Suresh Reddy,P1002,3142.0
2025-02-14,Rajesh Kumar,P1001,2314.84
2024-10-07,Suresh Reddy,P1004,3197.93
2025-01-01,Vikram Singh,P1004,2131.09
2024-08-03,Rajesh Kumar,P1001,4085.85
2024-04-09,Suresh Reddy,P1002,1413.0
2024-09-21,Suresh Reddy,P1001,1161.64
2025-01-27,Vikram Singh,P1001,1384.56
2024-03-14,Anita Joshi,P1001,3358.35
2024-03-27,Neha Verma,P1001,3407.81
2024-09-19,Vikram Singh,P1001,4677.59
2024-08-06,Amit Sharma,P1003,4176.23
2024-07-11,Neha Verma,P1002,1324.64
2024-11-22,Rajesh Kumar,P1002,167.49
2024-05-03,Neha Verma,P1002,3883.09
2024-08-03,Neha Verma,P1005,781.38
2024-12-02,Amit Sharma,P1002,4646.81
2024-07-02,Anita Joshi,P1002,3255.84
2024-12-16,Vikram Singh,P1001,1732.17
2024-12-13,Suresh Reddy,P1001,4574.58
2024-09-02,Suresh Reddy,P1003,4177.79
2024-04-27,Suresh Reddy,P1004,3363.11
2024-08-19,Neha Verma,P1001,1095.35
2024-02-20,Rajesh Kumar,P1005,1995.06
2024-11-18,Neha Verma,P1003,2816.44
2024-11-18,Suresh Reddy,P1004,4545.97
2024-04-30,Rajesh Kumar,P1001,2820.27
2025-01-20,Neha Verma,P1005,1756.32
2024-10-19,Anita Joshi,P1001,3975.8
2025-01-01,Neha Verma,P1001,601.82
2024-04-13,Suresh Reddy,P1001,4026.6
2024-08-28,Anita Joshi,P1002,1800.34
2024-07-12,Vikram Singh,P1004,229.08
2024-07-15,Priya Patel,P1002,598.13
2024-07-17,Suresh Reddy,P1005,1300.29
2024-04-06,Vikram Singh,P1002,3441.39
2024-02-18,Suresh Reddy,P1005,3017.83
2025-01-24,Suresh Reddy,P1005,4764.41
2024-05-13,Anita Joshi,P1004,4465.9
2024-06-04,Neha Verma,P1004,4804.74
2024-03-14,Vikram Singh,P1005,3401.65
2024-03-24,Anita Joshi,P1004,1397.34
2024-05-19,Amit Sharma,P1002,1501.3
2024-02-28,Suresh Reddy,P1003,2521.19
2024-05-12,Priya Patel,P1001,4833.94
2024-09-03,Anita Joshi,P1001,2027.81
2024-12-01,Neha Verma,P1003,1483.7
2025-01-20,Neha Verma,P1003,2284.53
2024-08-08,Priya Patel,P1003,3496.15
2024-05-18,Rajesh Kumar,P1004,3519.59
2024-07-08,Rajesh Kumar,P1005,4715.73
2024-05-28,Amit Sharma,P1001,1712.1
2024-06-21,Suresh Reddy,P1003,687.21
2024-02-21,Vikram Singh,P1004,2073.53
2025-01-21,Vikram Singh,P1002,4984.29
2024-09-02,Anita Joshi,P1001,2213.7
2025-02-12,Vikram Singh,P1004,3554.6
2024-05-15,Anita Joshi,P1005,1706.42
2024-10-06,Vikram Singh,P1001,3210.88
2025-01-20,Anita Joshi,P1002,497.21
2024-06-21,Vikram Singh,P1004,639.72
2024-07-05,Vikram Singh,P1004,1246.46
2024-12-08,Neha Verma,P1001,1177.9
2024-04-14,Amit Sharma,P1004,4124.74
2024-10-01,Priya Patel,P1001,3364.59
2024-04-22,Anita Joshi,P1002,232.89
2024-12-13,Neha Verma,P1005,3819.97
2024-09-07,Neha Verma,P1005,866.52
2025-01-03,Amit Sharma,P1003,1431.42
2024-12-06,Suresh Reddy,P1005,181.34
2024-05-21,Rajesh Kumar,P1002,2757.12
2025-01-30,Amit Sharma,P1004,268.13
2024-10-16,Suresh Reddy,P1003,1947.89
2024-09-01,Anita Joshi,P1003,4191.44
2024-04-01,Amit Sharma,P1004,938.43
2024-08-11,Anita Joshi,P1002,3927.45
2024-03-02,Suresh Reddy,P1001,103.68
2024-11-20,Amit Sharma,P1004,735.68
2024-04-11,Anita Joshi,P1005,992.89
2024-10-03,Amit Sharma,P1004,1722.6
2024-07-05,Amit Sharma,P1002,1424.62
2025-02-16,Anita Joshi,P1003,4640.32
2024-03-27,Amit Sharma,P1001,3563.16
2024-05-19,Vikram Singh,P1003,199.09
2024-07-27,Neha Verma,P1002,282.94
2024-02-23,Priya Patel,P1003,4059.75
2024-07-21,Suresh Reddy,P1003,1117.95
2024-02-18,Neha Verma,P1001,2525.04
2024-10-14,Suresh Reddy,P1002,2588.83
2024-10-31,Vikram Singh,P1002,193.34
2024-03-13,Vikram Singh,P1001,385.08
2024-08-19,Priya Patel,P1005,2631.79
2025-02-17,Rajesh Kumar,P1002,1814.83
2024-04-15,Amit Sharma,P1005,551.39
2024-04-07,Anita Joshi,P1002,3785.34
2024-12-16,Priya Patel,P1001,2824.56
2025-01-08,Anita Joshi,P1004,4749.07
2024-05-07,Anita Joshi,P1005,3513.71
2024-12-02,Rajesh Kumar,P1004,317.67
2024-08-04,Vikram Singh,P1004,4847.03
2024-09-19,Neha Verma,P1001,4984.12
2024-12-10,Neha Verma,P1003,1722.63
2024-07-17,Anita Joshi,P1005,3213.46
2024-06-21,Priya Patel,P1004,4528.11
2024-06-18,Rajesh Kumar,P1005,3255.81
2024-08-16,Amit Sharma,P1002,2060.82
2025-01-16,Vikram Singh,P1002,3102.85
2024-09-04,Neha Verma,P1004,3127.51
2024-05-30,Priya Patel,P1004,4341.8
2025-02-14,Amit Sharma,P1001,4365.58
2024-04-10,Priya Patel,P1005,3861.68
2024-09-16,Amit Sharma,P1003,808.6
2024-03-20,Suresh Reddy,P1002,199.44
2024-11-29,Priya Patel,P1004,2273.31
2025-01-14,Vikram Singh,P1002,1126.64
2025-02-12,Anita Joshi,P1003,2390.65
2024-04-15,Amit Sharma,P1002,536.69
2024-03-05,Rajesh Kumar,P1002,1484.97
2024-05-31,Rajesh Kumar,P1005,2400.1
2024-04-12,Anita Joshi,P1002,4700.82
2024-09-05,Amit Sharma,P1005,938.14
2024-10-22,Vikram Singh,P1001,563.41
2024-07-02,Anita Joshi,P1003,2740.87
2025-01-13,Priya Patel,P1003,4198.52
2024-10-26,Rajesh Kumar,P1002,3810.41
2024-11-08,Vikram Singh,P1002,4081.44
2024-11-25,Priya Patel,P1003,4299.87
2024-12-10,Suresh Reddy,P1005,1576.8
2024-11-09,Neha Verma,P1005,4977.21
2024-10-24,Priya Patel,P1005,3269.23
2024-09-02,Anita Joshi,P1001,4142.42
2024-06-17,Rajesh Kumar,P1005,3456.7
2024-05-08,Suresh Reddy,P1004,4716.11
2024-07-07,Rajesh Kumar,P1003,1090.62
2024-08-02,Vikram Singh,P1003,2656.34
2024-09-02,Suresh Reddy,P1001,2597.21
2024-08-26,Rajesh Kumar,P1005,4912.51
2024-03-28,Neha Verma,P1003,4499.5
2024-12-23,Vikram Singh,P1001,3562.0
2024-08-10,Priya Patel,P1001,768.76
2024-04-24,Priya Patel,P1001,3380.91
2024-09-16,Anita Joshi,P1001,171.74
2024-08-21,Amit Sharma,P1005,960.18
2024-12-09,Rajesh Kumar,P1004,2241.53
2024-06-17,Priya Patel,P1001,4720.75
2024-08-30,Neha Verma,P1001,607.68
2024-12-28,Suresh Reddy,P1001,1369.4
2024-04-11,Priya Patel,P1005,263.92
2024-05-02,Priya Patel,P1004,4480.02
2024-03-08,Neha Verma,P1004,3765.35
2025-02-15,Suresh Reddy,P1003,481.8
2024-03-17,Anita Joshi,P1005,4195.64
2024-08-03,Rajesh Kumar,P1004,849.35
2024-06-07,Amit Sharma,P1002,2986.99
2024-03-16,Anita Joshi,P1005,779.02
2024-03-15,Rajesh Kumar,P1004,4264.57
2025-02-07,Rajesh Kumar,P1004,697.34
2024-12-17,Vikram Singh,P1003,2341.39
2024-07-22,Suresh Reddy,P1004,1162.94
2024-11-03,Suresh Reddy,P1002,392.73
2024-09-11,Neha Verma,P1005,3579.6
2024-12-16,Anita Joshi,P1001,4697.95
2024-05-14,Suresh Reddy,P1003,3937.68
2025-01-26,Priya Patel,P1003,3048.52
2025-01-14,Vikram Singh,P1002,2052.46
2024-04-04,Suresh Reddy,P1004,4030.14
2024-09-14,Neha Verma,P1001,1848.58
2024-11-24,Suresh Reddy,P1003,2271.31
2024-11-18,Neha Verma,P1004,4618.93
2024-05-16,Suresh Reddy,P1005,4924.55
2024-05-04,Priya Patel,P1003,1951.95
2024-09-10,Anita Joshi,P1003,4530.35
2024-10-21,Anita Joshi,P1003,4132.84
2024-04-24,Vikram Singh,P1004,856.48
2024-04-02,Anita Joshi,P1002,1574.13
2024-06-04,Suresh Reddy,P1004,1251.08
2024-12-28,Suresh Reddy,P1004,2283.85
2024-09-16,Rajesh Kumar,P1002,1915.36
2024-10-02,Vikram Singh,P1001,2530.34
2024-11-30,Vikram Singh,P1003,4437.91
2024-09-05,Rajesh Kumar,P1004,4980.9
2024-06-04,Priya Patel,P1005,1891.19
2024-12-08,Vikram Singh,P1004,421.09
2024-09-11,Priya Patel,P1004,3031.16
2024-08-19,Anita Joshi,P1005,4403.53
2024-04-14,Priya Patel,P1004,3028.79
2025-01-28,Amit Sharma,P1002,4102.35
2024-12-17,Vikram Singh,P1001,4411.23
2024-05-24,Suresh Reddy,P1002,3273.67
2024-05-18,Suresh Reddy,P1001,4491.72
2024-04-19,Anita Joshi,P1003,597.11
2024-12-26,Anita Joshi,P1001,1314.07
2024-06-15,Vikram Singh,P1002,2352.73
2024-11-30,Vikram Singh,P1001,3644.66
2024-05-11,Suresh Reddy,P1002,1277.93
2025-02-15,Priya Patel,P1001,2187.97
2024-12-25,Suresh Reddy,P1004,4832.36
2024-05-01,Rajesh Kumar,P1002,3248.27
2024-12-16,Rajesh Kumar,P1001,4806.95
2024-05-04,Neha Verma,P1003,3336.12
2024-06-26,Rajesh Kumar,P1002,1848.98
2024-09-06,Suresh Reddy,P1003,4018.06
2024-10-03,Priya Patel,P1001,4134.64
2024-06-20,Priya Patel,P1003,3220.62
2024-12-15,Priya Patel,P1003,1697.98
2024-03-19,Amit Sharma,P1005,1618.82
2025-01-10,Amit Sharma,P1005,2121.0
2024-10-29,Vikram Singh,P1004,2330.56
2024-03-07,Anita Joshi,P1004,1694.22
2024-07-15,Suresh Reddy,P1002,527.79
2024-11-17,Anita Joshi,P1004,3412.72
2024-09-22,Amit Sharma,P1001,692.99
2024-08-07,Priya Patel,P1004,3436.56
2024-02-29,Vikram Singh,P1002,4083.01
2024-05-01,Rajesh Kumar,P1002,3474.27
2024-12-17,Anita Joshi,P1005,4309.79
2024-08-06,Vikram Singh,P1003,4338.41
2024-05-24,Suresh Reddy,P1001,4542.46
2024-06-06,Vikram Singh,P1001,250.05
2024-05-18,Amit Sharma,P1002,1903.54
2024-03-07,Neha Verma,P1002,1980.33
2024-06-02,Vikram Singh,P1001,668.49
2025-01-12,Vikram Singh,P1005,2158.46
2024-06-02,Neha Verma,P1002,3888.27
2024-12-08,Priya Patel,P1003,1235.77
2024-05-21,Priya Patel,P1004,263.59
2024-07-19,Neha Verma,P1003,2035.28
2024-11-03,Anita Joshi,P1005,4891.53
2024-05-14,Neha Verma,P1003,899.51
2025-01-15,Rajesh Kumar,P1001,506.25
2024-06-05,Anita Joshi,P1005,2947.29
2024-06-21,Rajesh Kumar,P1004,772.64
2025-01-19,Anita Joshi,P1004,2912.09
2024-07-30,Priya Patel,P1004,2265.17
2025-01-08,Vikram Singh,P1003,3316.56
2024-03-02,Vikram Singh,P1002,3452.1
2025-01-25,Amit Sharma,P1003,1477.35
2025-01-25,Rajesh Kumar,P1004,3617.12
2024-03-04,Suresh Reddy,P1002,2629.56
2024-12-17,Rajesh Kumar,P1005,1687.49
2024-06-13,Suresh Reddy,P1003,215.75
2024-05-24,Priya Patel,P1005,4952.72
2024-04-09,Priya Patel,P1004,3378.06
2024-11-05,Amit Sharma,P1004,4012.86
2024-09-30,Rajesh Kumar,P1004,1432.9
2024-06-30,Anita Joshi,P1005,305.53
2024-09-18,Suresh Reddy,P1003,2625.54
2024-11-02,Rajesh Kumar,P1001,4945.16
2024-04-14,Neha Verma,P1002,1550.46
2024-06-18,Neha Verma,P1002,4797.27
2024-11-12,Neha Verma,P1004,4829.02
2024-06-01,Rajesh Kumar,P1002,1584.66
2025-01-17,Anita Joshi,P1001,4308.76
2024-04-09,Suresh Reddy,P1001,3073.11
2024-08-08,Rajesh Kumar,P1003,508.31
2024-09-05,Priya Patel,P1001,2926.25
2024-04-24,Neha Verma,P1002,2843.43
2024-04-08,Anita Joshi,P1004,3109.77
2024-03-09,Anita Joshi,P1002,1743.37
2024-06-25,Priya Patel,P1003,914.95
2025-01-07,Anita Joshi,P1005,3624.34
2024-11-23,Neha Verma,P1003,324.36
2024-06-12,Anita Joshi,P1004,841.85
2024-03-06,Suresh Reddy,P1004,4601.73
2024-11-16,Rajesh Kumar,P1001,4454.2
2025-01-13,Anita Joshi,P1001,4174.15
2024-12-31,Rajesh Kumar,P1004,1611.66
2024-08-21,Anita Joshi,P1002,4113.61
2024-12-16,Amit Sharma,P1005,3303.87
2024-12-01,Anita Joshi,P1005,3141.25
2024-03-11,Rajesh Kumar,P1002,976.09
2024-10-20,Suresh Reddy,P1002,2757.57
2024-07-20,Rajesh Kumar,P1003,273.22
2024-02-26,Priya Patel,P1004,2740.28
2024-10-14,Suresh Reddy,P1005,1762.29
2025-01-15,Vikram Singh,P1005,579.25
2024-11-22,Vikram Singh,P1003,4676.65
2025-01-13,Rajesh Kumar,P1005,3114.62
2024-06-27,Rajesh Kumar,P1004,4563.91
2024-08-01,Suresh Reddy,P1002,321.24
2024-12-27,Amit Sharma,P1004,236.84
2024-05-25,Vikram Singh,P1002,1803.05
2025-01-08,Rajesh Kumar,P1004,1315.96
2024-07-27,Rajesh Kumar,P1002,4860.68
2024-05-27,Vikram Singh,P1001,972.28
2025-01-22,Amit Sharma,P1003,3321.06
2024-05-07,Vikram Singh,P1005,3617.09
2024-03-07,Vikram Singh,P1005,2232.76
2024-04-03,Vikram Singh,P1003,2082.49
2024-02-21,Amit Sharma,P1003,4439.78
2024-12-27,Priya Patel,P1004,1924.19
2024-08-14,Neha Verma,P1001,4465.16
2024-11-09,Vikram Singh,P1005,2627.08
2024-10-12,Suresh Reddy,P1001,1271.22
2024-04-08,Suresh Reddy,P1002,4129.52
2024-12-31,Suresh Reddy,P1003,4993.49
2024-09-11,Amit Sharma,P1004,3283.56
2024-12-15,Anita Joshi,P1003,2915.77
2024-09-12,Rajesh Kumar,P1004,2772.37
2024-08-20,Neha Verma,P1002,4484.53
2024-04-19,Suresh Reddy,P1005,4933.36
2024-10-02,Priya Patel,P1002,632.51
2024-11-17,Suresh Reddy,P1003,1907.63
2024-10-27,Vikram Singh,P1004,4431.21
2025-02-14,Amit Sharma,P1005,722.42
2025-01-24,Suresh Reddy,P1003,649.81
2024-04-05,Amit Sharma,P1001,1501.33
2024-12-29,Rajesh Kumar,P1005,780.53
2024-09-03,Amit Sharma,P1003,1168.22
2024-08-29,Neha Verma,P1005,3683.83
2024-02-20,Anita Joshi,P1003,4574.7
2024-10-02,Anita Joshi,P1001,3898.0
2024-06-16,Rajesh Kumar,P1001,2029.83
2024-07-12,Suresh Reddy,P1002,329.1
2025-01-08,Neha Verma,P1004,4701.59
2024-05-19,Suresh Reddy,P1001,4550.47
2024-03-28,Rajesh Kumar,P1001,2546.64
2024-07-06,Anita Joshi,P1003,1589.07
2025-01-05,Neha Verma,P1005,1730.73
2024-07-25,Vikram Singh,P1003,4927.63
2024-07-03,Amit Sharma,P1004,1530.54
2024-04-30,Rajesh Kumar,P1001,743.66
2024-12-04,Vikram Singh,P1004,3057.9
2024-10-08,Anita Joshi,P1004,2773.23
2024-12-15,Amit Sharma,P1005,4061.59
2024-05-07,Suresh Reddy,P1005,3502.53
2024-12-14,Anita Joshi,P1003,689.76
2024-06-13,Neha Verma,P1002,101.51
2024-06-11,Anita Joshi,P1001,4044.25
2024-02-20,Suresh Reddy,P1001,4725.61
2024-07-20,Vikram Singh,P1005,3021.59
2024-03-01,Vikram Singh,P1004,4450.15
2024-08-25,Vikram Singh,P1002,3781.37
2024-05-06,Anita Joshi,P1004,372.42
2024-05-04,Suresh Reddy,P1005,3466.35
2024-02-24,Anita Joshi,P1003,3732.48
2024-11-03,Anita Joshi,P1004,3890.08
2025-01-27,Vikram Singh,P1001,3147.88
2025-01-01,Suresh Reddy,P1002,3579.5
2024-08-24,Suresh Reddy,P1002,935.59
2024-04-02,Neha Verma,P1002,860.68
2024-11-06,Rajesh Kumar,P1005,3093.75
2024-12-08,Anita Joshi,P1002,2891.75
2024-02-27,Vikram Singh,P1003,604.41
2024-08-15,Amit Sharma,P1004,4103.07
2024-07-22,Rajesh Kumar,P1002,2516.04
2024-09-27,Rajesh Kumar,P1004,102.06
2024-08-10,Priya Patel,P1005,4066.09
2024-06-24,Anita Joshi,P1004,1547.22
2024-11-20,Anita Joshi,P1003,1797.99
2024-10-26,Vikram Singh,P1001,1796.64
2024-11-07,Amit Sharma,P1002,2432.57
2024-04-29,Priya Patel,P1004,854.83
2024-10-01,Suresh Reddy,P1001,4621.43
2024-12-02,Neha Verma,P1002,2285.7
2024-05-14,Neha Verma,P1002,4066.79
2025-02-09,Suresh Reddy,P1004,1082.66
2025-02-13,Suresh Reddy,P1003,3636.31
2024-11-08,Priya Patel,P1002,4047.3
2024-12-05,Suresh Reddy,P1005,275.08
2024-05-24,Priya Patel,P1002,276.03
2024-11-16,Rajesh Kumar,P1002,2678.74
2025-02-17,Vikram Singh,P1005,3179.88
2024-10-15,Priya Patel,P1005,4604.6
2024-10-20,Vikram Singh,P1003,4543.44
2024-11-10,Neha Verma,P1005,2747.95
2024-03-13,Amit Sharma,P1004,1657.82
2024-05-20,Priya Patel,P1002,916.63
2024-02-28,Priya Patel,P1002,510.76
2025-01-13,Suresh Reddy,P1005,3221.57
2024-04-19,Neha Verma,P1005,1427.88
2024-03-06,Rajesh Kumar,P1002,329.53
2024-09-23,Rajesh Kumar,P1004,4979.13
2024-08-08,Rajesh Kumar,P1005,3492.11
2024-06-06,Suresh Reddy,P1003,1281.64
2024-09-25,Anita Joshi,P1003,4397.97
2024-07-11,Suresh Reddy,P1003,4651.46
2024-06-30,Rajesh Kumar,P1003,3131.57
2024-04-11,Neha Verma,P1002,2476.6
2024-02-26,Rajesh Kumar,P1001,4898.93
2024-03-29,Amit Sharma,P1001,3151.22
2024-03-10,Suresh Reddy,P1002,1681.56
2024-05-24,Anita Joshi,P1001,713.82
2024-05-04,Amit Sharma,P1004,1644.15
2025-01-25,Amit Sharma,P1002,4904.07
2024-11-22,Vikram Singh,P1002,3408.24
2024-04-26,Amit Sharma,P1003,3254.89
2025-01-07,Priya Patel,P1001,4419.48
2024-06-01,Anita Joshi,P1005,1419.97
2024-10-03,Suresh Reddy,P1005,4510.94
2024-12-25,Anita Joshi,P1004,3028.27
2024-09-02,Suresh Reddy,P1004,438.42
2024-04-13,Amit Sharma,P1004,1302.43
2024-10-04,Neha Verma,P1003,2239.48
2025-01-17,Vikram Singh,P1005,635.41
2024-04-18,Anita Joshi,P1005,3907.71
2024-11-01,Suresh Reddy,P1005,4378.85
2024-08-08,Rajesh Kumar,P1005,1955.52
2024-06-26,Suresh Reddy,P1002,4176.23
2024-08-19,Vikram Singh,P1003,4527.83
2024-07-05,Amit Sharma,P1001,264.94
2024-10-22,Vikram Singh,P1002,2778.97
2024-05-18,Priya Patel,P1002,3453.5
2024-07-23,Anita Joshi,P1004,1169.58
2024-03-10,Amit Sharma,P1003,3144.99
2024-12-23,Anita Joshi,P1003,4625.22
2024-04-27,Suresh Reddy,P1005,4276.67
2024-05-26,Vikram Singh,P1002,3704.76
2024-05-13,Priya Patel,P1004,2256.97
2024-04-02,Rajesh Kumar,P1001,755.42
2024-03-19,Suresh Reddy,P1002,898.64
2024-10-25,Anita Joshi,P1004,2288.7
2024-05-16,Priya Patel,P1002,2305.88
2024-07-23,Vikram Singh,P1003,2119.62
2024-04-26,Neha Verma,P1004,3266.38
2024-03-27,Amit Sharma,P1003,1256.97
2024-04-30,Amit Sharma,P1001,2140.85
2024-05-16,Suresh Reddy,P1002,1822.0
2024-06-26,Priya Patel,P1001,496.66
2024-07-12,Neha Verma,P1002,2894.02
2024-10-01,Rajesh Kumar,P1005,2068.0
2024-12-10,Neha Verma,P1002,214.41
2024-11-17,Anita Joshi,P1005,3608.21
2024-07-27,Vikram Singh,P1004,1710.87
2024-03-14,Priya Patel,P1002,974.91
2024-12-14,Neha Verma,P1004,669.92
2024-02-23,Anita Joshi,P1005,2955.77
2024-11-11,Suresh Reddy,P1002,4346.29
2024-11-01,Priya Patel,P1005,2332.34
2024-02-25,Vikram Singh,P1003,1076.11
2024-05-20,Vikram Singh,P1001,1908.39
2024-03-09,Suresh Reddy,P1005,4541.4
2024-08-23,Amit Sharma,P1003,2750.96
2024-07-03,Neha Verma,P1003,3232.25
2025-01-31,Suresh Reddy,P1003,1415.59
2024-04-15,Neha Verma,P1001,2598.92
2024-10-18,Suresh Reddy,P1005,2892.05
2024-07-21,Priya Patel,P1003,2228.83
2024-07-20,Amit Sharma,P1001,3396.82
2024-12-07,Neha Verma,P1004,3345.44
2024-06-02,Vikram Singh,P1005,2608.9
2024-07-28,Suresh Reddy,P1001,657.04
2025-02-05,Rajesh Kumar,P1004,1637.51
2024-08-16,Neha Verma,P1004,897.58
2024-06-26,Amit Sharma,P1004,4436.92
2024-12-08,Anita Joshi,P1003,873.22
2025-02-03,Suresh Reddy,P1004,623.22
2024-03-18,Priya Patel,P1003,2450.3
2024-04-06,Rajesh Kumar,P1002,1664.82
2024-03-27,Priya Patel,P1002,3969.08
2024-11-18,Anita Joshi,P1003,4393.93
2024-05-29,Suresh Reddy,P1003,3384.23
2024-09-25,Anita Joshi,P1002,1060.67
2024-10-30,Amit Sharma,P1002,4155.68
2024-07-23,Vikram Singh,P1001,4777.2
2024-11-30,Rajesh Kumar,P1004,1860.05
2024-03-31,Suresh Reddy,P1005,1418.82
2025-01-08,Priya Patel,P1005,123.79
